message_type,occurence_timestamp,timeStampUTC,author,content,message,emoji,text_content
Chat Message,3:25:40,2026-01-24 10:51:05.095262,@BudiantoRendang,"{'message': 'yailah grass ', 'emoji': [], 'text_content': 'yailah grass '}",yailah grass ,[],yailah grass 
Chat Message,3:25:40,2026-01-24 10:51:05.027794,@BabangTuong,"{'message': 'AYO AE BAWA PIALA NYA KE INDONESIA,,YAKIN KALO AE JUARA KALI INI $💪🏻  SEMUANYA SERENTAK BUAT DUKUNG AE...LETSGO AEE GO GO GO ..AE MASA PRIMEE BAWA PIALANYA ', 'emoji': [{'name': '💪🏻', 'isCustom': False, 'imageUrl': 'https://fonts.gstatic.com/s/e/notoemoji/15.1/1f4aa_1f3fb/72.png'}], 'text_content': 'AYO AE BAWA PIALA NYA KE INDONESIA,,YAKIN KALO AE JUARA KALI INI  SEMUANYA SERENTAK BUAT DUKUNG AE...LETSGO AEE GO GO GO ..AE MASA PRIMEE BAWA PIALANYA '}","AYO AE BAWA PIALA NYA KE INDONESIA,,YAKIN KALO AE JUARA KALI INI $💪🏻  SEMUANYA SERENTAK BUAT DUKUNG AE...LETSGO AEE GO GO GO ..AE MASA PRIMEE BAWA PIALANYA ","[{'name': '💪🏻', 'isCustom': False, 'imageUrl': 'https://fonts.gstatic.com/s/e/notoemoji/15.1/1f4aa_1f3fb/72.png'}]","AYO AE BAWA PIALA NYA KE INDONESIA,,YAKIN KALO AE JUARA KALI INI  SEMUANYA SERENTAK BUAT DUKUNG AE...LETSGO AEE GO GO GO ..AE MASA PRIMEE BAWA PIALANYA "
Chat Message,3:25:40,2026-01-24 10:51:05.236048,@agussetyawan3379,"{'message': 'pulang aja ae ', 'emoji': [], 'text_content': 'pulang aja ae '}",pulang aja ae ,[],pulang aja ae 
Chat Message,3:25:40,2026-01-24 10:51:05.207092,@Weyzef,"{'message': 'bismilah ', 'emoji': [], 'text_content': 'bismilah '}",bismilah ,[],bismilah 
Chat Message,3:25:40,2026-01-24 10:51:05.376741,@obby_ioriginal,"{'message': 'AE NOOBBBB ', 'emoji': [], 'text_content': 'AE NOOBBBB '}",AE NOOBBBB ,[],AE NOOBBBB 
Chat Message,3:25:40,2026-01-24 10:51:05.486287,@theycalledmeamadman2772,"{'message': 'ONIC MANA BISA ', 'emoji': [], 'text_content': 'ONIC MANA BISA '}",ONIC MANA BISA ,[],ONIC MANA BISA 
Chat Message,3:25:40,2026-01-24 10:51:05.707153,@YanZenGaming,"{'message': 'lets go AE kamu pasti hokky ', 'emoji': [], 'text_content': 'lets go AE kamu pasti hokky '}",lets go AE kamu pasti hokky ,[],lets go AE kamu pasti hokky 
Chat Message,3:25:40,2026-01-24 10:51:05.944416,@mamatpunya8156,"{'message': 'semngat alterigo gogogogog ', 'emoji': [], 'text_content': 'semngat alterigo gogogogog '}",semngat alterigo gogogogog ,[],semngat alterigo gogogogog 
Chat Message,3:25:41,2026-01-24 10:51:06.442182,@Destradyumna,"{'message': 'ngeleggg ', 'emoji': [], 'text_content': 'ngeleggg '}",ngeleggg ,[],ngeleggg 
Chat Message,3:25:41,2026-01-24 10:51:06.717158,@muhammadridho6035,"{'message': 'atur aja ', 'emoji': [], 'text_content': 'atur aja '}",atur aja ,[],atur aja 
Chat Message,3:25:41,2026-01-24 10:51:06.767370,@m.irsyadirfanda6685,"{'message': 'yok bisa yok ', 'emoji': [], 'text_content': 'yok bisa yok '}",yok bisa yok ,[],yok bisa yok 
Chat Message,3:25:41,2026-01-24 10:51:06.795561,@Tukuwaktu-d7j,"{'message': 'ALTER EGO GO GOO GOOO GOOOOO ', 'emoji': [], 'text_content': 'ALTER EGO GO GOO GOOO GOOOOO '}",ALTER EGO GO GOO GOOO GOOOOO ,[],ALTER EGO GO GOO GOOO GOOOOO 
Chat Message,3:25:41,2026-01-24 10:51:06.902811,@theycalledmeamadman2772,"{'message': 'ONIC MANA BISA ', 'emoji': [], 'text_content': 'ONIC MANA BISA '}",ONIC MANA BISA ,[],ONIC MANA BISA 
Chat Message,3:25:42,2026-01-24 10:51:07.051972,@hamzahmenthil2294,"{'message': 'onic sampah ', 'emoji': [], 'text_content': 'onic sampah '}",onic sampah ,[],onic sampah 
Chat Message,3:25:42,2026-01-24 10:51:07.080501,@TarunaKiswara,"{'message': 'ae cupng ', 'emoji': [], 'text_content': 'ae cupng '}",ae cupng ,[],ae cupng 
Chat Message,3:25:42,2026-01-24 10:51:07.059409,@DwiFajarGenardi,"{'message': 'CUMA AE ', 'emoji': [], 'text_content': 'CUMA AE '}",CUMA AE ,[],CUMA AE 
Chat Message,3:25:42,2026-01-24 10:51:07.106213,@Akasha005,"{'message': 'balik lu karltzy ', 'emoji': [], 'text_content': 'balik lu karltzy '}",balik lu karltzy ,[],balik lu karltzy 
Chat Message,3:25:42,2026-01-24 10:51:07.441776,@reviazriell,"{'message': 'yg komen ranknya epik ', 'emoji': [], 'text_content': 'yg komen ranknya epik '}",yg komen ranknya epik ,[],yg komen ranknya epik 
Chat Message,3:25:42,2026-01-24 10:51:07.391864,@nkok_bayu,"{'message': 'hoky ', 'emoji': [], 'text_content': 'hoky '}",hoky ,[],hoky 
Chat Message,3:25:42,2026-01-24 10:51:07.480083,@syauqieazhar9085,"{'message': 'AE WAJIB DI HUJAT ', 'emoji': [], 'text_content': 'AE WAJIB DI HUJAT '}",AE WAJIB DI HUJAT ,[],AE WAJIB DI HUJAT 
Chat Message,3:25:42,2026-01-24 10:51:07.625977,@arasalmunawir,"{'message': 'Kalah nii ', 'emoji': [], 'text_content': 'Kalah nii '}",Kalah nii ,[],Kalah nii 
Chat Message,3:25:42,2026-01-24 10:51:07.627637,@Bumbleebee18,"{'message': 'minta doa nya buat lula lahfah yaa guyss  $🥺 $🙏 ', 'emoji': [{'name': '🥺', 'isCustom': False, 'imageUrl': 'https://fonts.gstatic.com/s/e/notoemoji/15.1/1f97a/72.png'}, {'name': '🙏', 'isCustom': False, 'imageUrl': 'https://fonts.gstatic.com/s/e/notoemoji/15.1/1f64f/72.png'}], 'text_content': 'minta doa nya buat lula lahfah yaa guyss  '}",minta doa nya buat lula lahfah yaa guyss  $🥺 $🙏 ,"[{'name': '🥺', 'isCustom': False, 'imageUrl': 'https://fonts.gstatic.com/s/e/notoemoji/15.1/1f97a/72.png'}, {'name': '🙏', 'isCustom': False, 'imageUrl': 'https://fonts.gstatic.com/s/e/notoemoji/15.1/1f64f/72.png'}]",minta doa nya buat lula lahfah yaa guyss  
Chat Message,3:25:42,2026-01-24 10:51:07.947217,@yohanescikal1435,"{'message': 'AE BOT ', 'emoji': [], 'text_content': 'AE BOT '}",AE BOT ,[],AE BOT 
Chat Message,3:25:43,2026-01-24 10:51:08.010164,@aprilyansasjh8786,"{'message': 'pulung mulung aja ', 'emoji': [], 'text_content': 'pulung mulung aja '}",pulung mulung aja ,[],pulung mulung aja 
Chat Message,3:25:43,2026-01-24 10:51:08.164633,@theycalledmeamadman2772,"{'message': 'ONIC MANA BISA ', 'emoji': [], 'text_content': 'ONIC MANA BISA '}",ONIC MANA BISA ,[],ONIC MANA BISA 
Chat Message,3:25:43,2026-01-24 10:51:08.519891,@ellaelaalala1,"{'message': 'berdoa bersama  $😇 ', 'emoji': [{'name': '😇', 'isCustom': False, 'imageUrl': 'https://fonts.gstatic.com/s/e/notoemoji/15.1/1f607/72.png'}], 'text_content': 'berdoa bersama  '}",berdoa bersama  $😇 ,"[{'name': '😇', 'isCustom': False, 'imageUrl': 'https://fonts.gstatic.com/s/e/notoemoji/15.1/1f607/72.png'}]",berdoa bersama  
Chat Message,3:25:43,2026-01-24 10:51:08.782107,@WahyuDefrianto,"{'message': 'semangat alter ego ', 'emoji': [], 'text_content': 'semangat alter ego '}",semangat alter ego ,[],semangat alter ego 
Chat Message,3:25:43,2026-01-24 10:51:08.744608,@SasmitaNugraha-h4m,"{'message': 'ONIC MSIN JAM BERAPA ', 'emoji': [], 'text_content': 'ONIC MSIN JAM BERAPA '}",ONIC MSIN JAM BERAPA ,[],ONIC MSIN JAM BERAPA 
Chat Message,3:25:43,2026-01-24 10:51:08.832379,@ibrahimhasibuan128,"{'message': 'juara ', 'emoji': [], 'text_content': 'juara '}",juara ,[],juara 
Chat Message,3:25:44,2026-01-24 10:51:09.028234,@ricopratamaputra,"{'message': 'AE botakkkkkk ', 'emoji': [], 'text_content': 'AE botakkkkkk '}",AE botakkkkkk ,[],AE botakkkkkk 
Chat Message,3:25:44,2026-01-24 10:51:09.079168,@dpaadly,"{'message': 'TL ', 'emoji': [], 'text_content': 'TL '}",TL ,[],TL 
Chat Message,3:25:44,2026-01-24 10:51:09.143745,@zulhemdihasra1276,"{'message': 'semoga AE menn ', 'emoji': [], 'text_content': 'semoga AE menn '}",semoga AE menn ,[],semoga AE menn 
Chat Message,3:25:44,2026-01-24 10:51:09.079041,@kennie.6811,"{'message': 'ae bot ', 'emoji': [], 'text_content': 'ae bot '}",ae bot ,[],ae bot 
Chat Message,3:25:44,2026-01-24 10:51:09.263533,@bennyjm1637,"{'message': '#CUMA EVOS. AE BOT ', 'emoji': [], 'text_content': '#CUMA EVOS. AE BOT '}",#CUMA EVOS. AE BOT ,[],#CUMA EVOS. AE BOT 
Chat Message,3:25:44,2026-01-24 10:51:09.321717,@mhafi7837,"{'message': 'onicsampah #kataoheb ', 'emoji': [], 'text_content': 'onicsampah #kataoheb '}",onicsampah #kataoheb ,[],onicsampah #kataoheb 
Chat Message,3:25:44,2026-01-24 10:51:09.282313,@faisalledeh5026,"{'message': 'SAMPAH=ONIC AWOKAWOK $🤣 $🤣 $🤣 ', 'emoji': [{'name': '🤣', 'isCustom': False, 'imageUrl': 'https://fonts.gstatic.com/s/e/notoemoji/15.1/1f923/72.png'}, {'name': '🤣', 'isCustom': False, 'imageUrl': 'https://fonts.gstatic.com/s/e/notoemoji/15.1/1f923/72.png'}, {'name': '🤣', 'isCustom': False, 'imageUrl': 'https://fonts.gstatic.com/s/e/notoemoji/15.1/1f923/72.png'}], 'text_content': 'SAMPAH=ONIC AWOKAWOK '}",SAMPAH=ONIC AWOKAWOK $🤣 $🤣 $🤣 ,"[{'name': '🤣', 'isCustom': False, 'imageUrl': 'https://fonts.gstatic.com/s/e/notoemoji/15.1/1f923/72.png'}, {'name': '🤣', 'isCustom': False, 'imageUrl': 'https://fonts.gstatic.com/s/e/notoemoji/15.1/1f923/72.png'}, {'name': '🤣', 'isCustom': False, 'imageUrl': 'https://fonts.gstatic.com/s/e/notoemoji/15.1/1f923/72.png'}]",SAMPAH=ONIC AWOKAWOK 
Chat Message,3:25:44,2026-01-24 10:51:09.394621,@siapagua-s1m,"{'message': 'ONIC SAMPAH KATA OHEB ', 'emoji': [], 'text_content': 'ONIC SAMPAH KATA OHEB '}",ONIC SAMPAH KATA OHEB ,[],ONIC SAMPAH KATA OHEB 
Chat Message,3:25:44,2026-01-24 10:51:09.675445,@minniessha,"{'message': 'bismillahirahmanirahim Alter Ego bisa lolos ', 'emoji': [], 'text_content': 'bismillahirahmanirahim Alter Ego bisa lolos '}",bismillahirahmanirahim Alter Ego bisa lolos ,[],bismillahirahmanirahim Alter Ego bisa lolos 
Chat Message,3:25:44,2026-01-24 10:51:09.924906,@theycalledmeamadman2772,"{'message': 'ONIC MANA BISA ', 'emoji': [], 'text_content': 'ONIC MANA BISA '}",ONIC MANA BISA ,[],ONIC MANA BISA 
Chat Message,3:25:44,2026-01-24 10:51:10.007078,@mangaep2387,"{'message': 'pak pulung ', 'emoji': [], 'text_content': 'pak pulung '}",pak pulung ,[],pak pulung 
Chat Message,3:25:45,2026-01-24 10:51:10.139496,@AllViewsChanels,"{'message': 'coba Martis dong, dimeta skrg Martis okee sih ', 'emoji': [], 'text_content': 'coba Martis dong, dimeta skrg Martis okee sih '}","coba Martis dong, dimeta skrg Martis okee sih ",[],"coba Martis dong, dimeta skrg Martis okee sih "
Chat Message,3:25:45,2026-01-24 10:51:10.112576,@alvantiopermana3776,"{'message': 'AE PEMAIN MDL ', 'emoji': [], 'text_content': 'AE PEMAIN MDL '}",AE PEMAIN MDL ,[],AE PEMAIN MDL 
Chat Message,3:25:45,2026-01-24 10:51:10.372699,@Puakrlle,"{'message': 'JANGAN LUPA SHOLAT GUYS DOAIN AE MENANG ', 'emoji': [], 'text_content': 'JANGAN LUPA SHOLAT GUYS DOAIN AE MENANG '}",JANGAN LUPA SHOLAT GUYS DOAIN AE MENANG ,[],JANGAN LUPA SHOLAT GUYS DOAIN AE MENANG 
Chat Message,3:25:45,2026-01-24 10:51:10.516864,@ItsLeviathan,"{'message': 'Love Youu, Nanchyy Auliaa ', 'emoji': [], 'text_content': 'Love Youu, Nanchyy Auliaa '}","Love Youu, Nanchyy Auliaa ",[],"Love Youu, Nanchyy Auliaa "
Chat Message,3:25:45,2026-01-24 10:51:10.602356,@Olaf.Mahameru,"{'message': 'AE ', 'emoji': [], 'text_content': 'AE '}",AE ,[],AE 
Chat Message,3:25:45,2026-01-24 10:51:10.764113,@ilhamsyah7982,"{'message': 'CUMA EVOS ', 'emoji': [], 'text_content': 'CUMA EVOS '}",CUMA EVOS ,[],CUMA EVOS 
Chat Message,3:25:45,2026-01-24 10:51:10.919430,@Destradyumna,"{'message': 'ngeleeeggggg ', 'emoji': [], 'text_content': 'ngeleeeggggg '}",ngeleeeggggg ,[],ngeleeeggggg 
Chat Message,3:25:46,2026-01-24 10:51:11.089869,@tabagg,"{'message': 'Badut m7 ', 'emoji': [], 'text_content': 'Badut m7 '}",Badut m7 ,[],Badut m7 
Chat Message,3:25:46,2026-01-24 10:51:11.169211,@aprilyansasjh8786,"{'message': 'pulung mulung aja ', 'emoji': [], 'text_content': 'pulung mulung aja '}",pulung mulung aja ,[],pulung mulung aja 
Chat Message,3:25:46,2026-01-24 10:51:11.304711,@wendysagita2933,"{'message': 'AE AE ', 'emoji': [], 'text_content': 'AE AE '}",AE AE ,[],AE AE 
Chat Message,3:25:46,2026-01-24 10:51:11.288873,@dwofficial8483,"{'message': 'RRQ NUNGGU DI MID BRECKET ', 'emoji': [], 'text_content': 'RRQ NUNGGU DI MID BRECKET '}",RRQ NUNGGU DI MID BRECKET ,[],RRQ NUNGGU DI MID BRECKET 
Chat Message,3:25:46,2026-01-24 10:51:11.505731,@AjiUtomo-q1j,"{'message': 'kacung ', 'emoji': [], 'text_content': 'kacung '}",kacung ,[],kacung 
Chat Message,3:25:46,2026-01-24 10:51:11.540412,@ELfyTzy,"{'message': 'Bantai OHEB ', 'emoji': [], 'text_content': 'Bantai OHEB '}",Bantai OHEB ,[],Bantai OHEB 
Chat Message,3:25:46,2026-01-24 10:51:11.656969,@dpaadly,"{'message': 'TL ', 'emoji': [], 'text_content': 'TL '}",TL ,[],TL 
Chat Message,3:25:46,2026-01-24 10:51:11.734574,@kepoah4910,"{'message': 'RRQ main jm berapa ', 'emoji': [], 'text_content': 'RRQ main jm berapa '}",RRQ main jm berapa ,[],RRQ main jm berapa 
Chat Message,3:25:46,2026-01-24 10:51:11.817097,@Sensehumorte4e3,"{'message': 'kalah kalah ', 'emoji': [], 'text_content': 'kalah kalah '}",kalah kalah ,[],kalah kalah 
Chat Message,3:25:46,2026-01-24 10:51:11.919384,@syamgomir87,"{'message': 'ae selalu dihati ', 'emoji': [], 'text_content': 'ae selalu dihati '}",ae selalu dihati ,[],ae selalu dihati 
Chat Message,3:25:47,2026-01-24 10:51:12.109345,@RobiRobi-ee8lc,"{'message': 'RRQ ', 'emoji': [], 'text_content': 'RRQ '}",RRQ ,[],RRQ 
Chat Message,3:25:47,2026-01-24 10:51:12.195762,@yt_siki,"{'message': 'bqn LEOOO ', 'emoji': [], 'text_content': 'bqn LEOOO '}",bqn LEOOO ,[],bqn LEOOO 
Chat Message,3:25:47,2026-01-24 10:51:12.178507,@nanang-mm1gb,"{'message': 'rine+5 Badut $🤡 ', 'emoji': [{'name': '🤡', 'isCustom': False, 'imageUrl': 'https://fonts.gstatic.com/s/e/notoemoji/15.1/1f921/72.png'}], 'text_content': 'rine+5 Badut '}",rine+5 Badut $🤡 ,"[{'name': '🤡', 'isCustom': False, 'imageUrl': 'https://fonts.gstatic.com/s/e/notoemoji/15.1/1f921/72.png'}]",rine+5 Badut 
Chat Message,3:25:47,2026-01-24 10:51:12.520942,@muhammadkemalfasya985,"{'message': 'karltzy ngebet juara dunia ', 'emoji': [], 'text_content': 'karltzy ngebet juara dunia '}",karltzy ngebet juara dunia ,[],karltzy ngebet juara dunia 
Chat Message,3:25:47,2026-01-24 10:51:12.662220,@Weyzef,"{'message': 'bismilah ', 'emoji': [], 'text_content': 'bismilah '}",bismilah ,[],bismilah 
Chat Message,3:25:47,2026-01-24 10:51:12.726842,@skyeeee07,"{'message': 'aduhh leomord ', 'emoji': [], 'text_content': 'aduhh leomord '}",aduhh leomord ,[],aduhh leomord 
Chat Message,3:25:48,2026-01-24 10:51:13.052032,@PgnBsMain,"{'message': 'Mahgrib main, semoga kalah AE ', 'emoji': [], 'text_content': 'Mahgrib main, semoga kalah AE '}","Mahgrib main, semoga kalah AE ",[],"Mahgrib main, semoga kalah AE "
Chat Message,3:25:48,2026-01-24 10:51:13.003513,@RiskyAwana,"{'message': 'ae kroco ', 'emoji': [], 'text_content': 'ae kroco '}",ae kroco ,[],ae kroco 
Chat Message,3:25:48,2026-01-24 10:51:13.068155,@CipaTod,"{'message': 'jgn guin ', 'emoji': [], 'text_content': 'jgn guin '}",jgn guin ,[],jgn guin 
Chat Message,3:25:48,2026-01-24 10:51:13.168702,@drpnneh,"{'message': 'go ', 'emoji': [], 'text_content': 'go '}",go ,[],go 
Chat Message,3:25:48,2026-01-24 10:51:13.269130,@linoomkegamss,"{'message': 'AE GO GO GO BACK HOME ', 'emoji': [], 'text_content': 'AE GO GO GO BACK HOME '}",AE GO GO GO BACK HOME ,[],AE GO GO GO BACK HOME 
Chat Message,3:25:48,2026-01-24 10:51:13.398046,@irfanrasyid-b4o,"{'message': 'alter ego menang ', 'emoji': [], 'text_content': 'alter ego menang '}",alter ego menang ,[],alter ego menang 
Chat Message,3:25:48,2026-01-24 10:51:13.451384,@raihanaqso,"{'message': '#CUMAEVOSSS ', 'emoji': [], 'text_content': '#CUMAEVOSSS '}",#CUMAEVOSSS ,[],#CUMAEVOSSS 
Chat Message,3:25:48,2026-01-24 10:51:13.593326,@alifsakil8078,"{'message': 'goooooo AE ', 'emoji': [], 'text_content': 'goooooo AE '}",goooooo AE ,[],goooooo AE 
Chat Message,3:25:48,2026-01-24 10:51:13.620547,@SamuelHian-n3r,"{'message': 'AYO PLIS AE MENANG ', 'emoji': [], 'text_content': 'AYO PLIS AE MENANG '}",AYO PLIS AE MENANG ,[],AYO PLIS AE MENANG 
Chat Message,3:25:48,2026-01-24 10:51:13.609787,@BabangTuong,"{'message': 'AYO AE BAWA PIALA NYA KE INDONESIA,,YAKIN KALO AE JUARA KALI INI $💪🏻  SEMUANYA SERENTAK BUAT DUKUNG AE...LETSGO AEE GO GO GO ..AE MASA PRIMEE BAWA PIALANYA ', 'emoji': [{'name': '💪🏻', 'isCustom': False, 'imageUrl': 'https://fonts.gstatic.com/s/e/notoemoji/15.1/1f4aa_1f3fb/72.png'}], 'text_content': 'AYO AE BAWA PIALA NYA KE INDONESIA,,YAKIN KALO AE JUARA KALI INI  SEMUANYA SERENTAK BUAT DUKUNG AE...LETSGO AEE GO GO GO ..AE MASA PRIMEE BAWA PIALANYA '}","AYO AE BAWA PIALA NYA KE INDONESIA,,YAKIN KALO AE JUARA KALI INI $💪🏻  SEMUANYA SERENTAK BUAT DUKUNG AE...LETSGO AEE GO GO GO ..AE MASA PRIMEE BAWA PIALANYA ","[{'name': '💪🏻', 'isCustom': False, 'imageUrl': 'https://fonts.gstatic.com/s/e/notoemoji/15.1/1f4aa_1f3fb/72.png'}]","AYO AE BAWA PIALA NYA KE INDONESIA,,YAKIN KALO AE JUARA KALI INI  SEMUANYA SERENTAK BUAT DUKUNG AE...LETSGO AEE GO GO GO ..AE MASA PRIMEE BAWA PIALANYA "
Chat Message,3:25:48,2026-01-24 10:51:13.747990,@DwiFajarGenardi,"{'message': 'ONIC MANA BISAAAA ', 'emoji': [], 'text_content': 'ONIC MANA BISAAAA '}",ONIC MANA BISAAAA ,[],ONIC MANA BISAAAA 
Chat Message,3:25:48,2026-01-24 10:51:13.842458,@ZaenalDin-l6p,"{'message': 'AE bot sepele ', 'emoji': [], 'text_content': 'AE bot sepele '}",AE bot sepele ,[],AE bot sepele 
Chat Message,3:25:48,2026-01-24 10:51:13.848967,@BielSitinjak,"{'message': 'AKTIFKAN PASIF AE SEMUA ', 'emoji': [], 'text_content': 'AKTIFKAN PASIF AE SEMUA '}",AKTIFKAN PASIF AE SEMUA ,[],AKTIFKAN PASIF AE SEMUA 
Chat Message,3:25:48,2026-01-24 10:51:13.884307,@criestienhandayani,"{'message': 'doa orang tua gakbkbisa dolaean ', 'emoji': [], 'text_content': 'doa orang tua gakbkbisa dolaean '}",doa orang tua gakbkbisa dolaean ,[],doa orang tua gakbkbisa dolaean 
Chat Message,3:25:49,2026-01-24 10:51:14.063204,@mhafi7837,"{'message': 'onicsampah #kataoheb ', 'emoji': [], 'text_content': 'onicsampah #kataoheb '}",onicsampah #kataoheb ,[],onicsampah #kataoheb 
Chat Message,3:25:49,2026-01-24 10:51:14.177675,@KhalisaZahra-z1u,"{'message': 'ayo xapher drft yg bnr ', 'emoji': [], 'text_content': 'ayo xapher drft yg bnr '}",ayo xapher drft yg bnr ,[],ayo xapher drft yg bnr 
Chat Message,3:25:49,2026-01-24 10:51:14.223932,@gilangsmk,"{'message': 'ae modal holo ', 'emoji': [], 'text_content': 'ae modal holo '}",ae modal holo ,[],ae modal holo 
Chat Message,3:25:49,2026-01-24 10:51:14.276474,@ovback,"{'message': 'ae bot ', 'emoji': [], 'text_content': 'ae bot '}",ae bot ,[],ae bot 
Chat Message,3:25:49,2026-01-24 10:51:14.272033,@gilbertsihasale659,"{'message': 'anjir Fanny di band melulu ', 'emoji': [], 'text_content': 'anjir Fanny di band melulu '}",anjir Fanny di band melulu ,[],anjir Fanny di band melulu 
Chat Message,3:25:49,2026-01-24 10:51:14.405107,@YeteliOpen,"{'message': 'freya ardy ', 'emoji': [], 'text_content': 'freya ardy '}",freya ardy ,[],freya ardy 
Chat Message,3:25:49,2026-01-24 10:51:14.415023,@aprilyansasjh8786,"{'message': 'pulung mulung aja ', 'emoji': [], 'text_content': 'pulung mulung aja '}",pulung mulung aja ,[],pulung mulung aja 
Chat Message,3:25:49,2026-01-24 10:51:14.415084,@Aritratwentyone,"{'message': 'AYO XHEPER BUKTIKAN INDO PUNYA KUALITAS PELATIH YANG BAIK ', 'emoji': [], 'text_content': 'AYO XHEPER BUKTIKAN INDO PUNYA KUALITAS PELATIH YANG BAIK '}",AYO XHEPER BUKTIKAN INDO PUNYA KUALITAS PELATIH YANG BAIK ,[],AYO XHEPER BUKTIKAN INDO PUNYA KUALITAS PELATIH YANG BAIK 
Chat Message,3:25:49,2026-01-24 10:51:14.424562,@rizalfauzi4231,"{'message': '#aehoki ', 'emoji': [], 'text_content': '#aehoki '}",#aehoki ,[],#aehoki 
Chat Message,3:25:49,2026-01-24 10:51:14.670876,@Destradyumna,"{'message': 'ngelleggg ', 'emoji': [], 'text_content': 'ngelleggg '}",ngelleggg ,[],ngelleggg 
Chat Message,3:25:49,2026-01-24 10:51:14.727365,@adisantoo2981,"{'message': 'lqhhh ', 'emoji': [], 'text_content': 'lqhhh '}",lqhhh ,[],lqhhh 
Chat Message,3:25:49,2026-01-24 10:51:14.765514,@dpaadly,"{'message': 'TL ', 'emoji': [], 'text_content': 'TL '}",TL ,[],TL 
Chat Message,3:25:49,2026-01-24 10:51:14.804620,@only_viaa1,"{'message': 'cupu ae ', 'emoji': [], 'text_content': 'cupu ae '}",cupu ae ,[],cupu ae 
Chat Message,3:25:49,2026-01-24 10:51:14.893187,@azuregrimory1516,"{'message': 'RRQ CHAMPION M7...GO GO RRQ....YANG LAEN SUNGKEM DULU.... ', 'emoji': [], 'text_content': 'RRQ CHAMPION M7...GO GO RRQ....YANG LAEN SUNGKEM DULU.... '}",RRQ CHAMPION M7...GO GO RRQ....YANG LAEN SUNGKEM DULU.... ,[],RRQ CHAMPION M7...GO GO RRQ....YANG LAEN SUNGKEM DULU.... 
Chat Message,3:25:49,2026-01-24 10:51:14.895614,@shakirawaka09,"{'message': 'ae ', 'emoji': [], 'text_content': 'ae '}",ae ,[],ae 
Chat Message,3:25:49,2026-01-24 10:51:14.879112,@AjiUtomo-q1j,"{'message': 'Poke ', 'emoji': [], 'text_content': 'Poke '}",Poke ,[],Poke 
Chat Message,3:25:50,2026-01-24 10:51:15.170277,@MhmdReynaldo,"{'message': 'GO AE  ', 'emoji': [], 'text_content': 'GO AE  '}",GO AE  ,[],GO AE  
Chat Message,3:25:50,2026-01-24 10:51:15.356794,@garok4670,"{'message': 'AE CUPUUUUU ', 'emoji': [], 'text_content': 'AE CUPUUUUU '}",AE CUPUUUUU ,[],AE CUPUUUUU 
Chat Message,3:25:50,2026-01-24 10:51:15.416079,@Skyeruu,"{'message': 'ambil soraaa ', 'emoji': [], 'text_content': 'ambil soraaa '}",ambil soraaa ,[],ambil soraaa 
Chat Message,3:25:50,2026-01-24 10:51:15.538721,@fhify0469,"{'message': 'Ae ', 'emoji': [], 'text_content': 'Ae '}",Ae ,[],Ae 
Chat Message,3:25:50,2026-01-24 10:51:15.798883,@Vanzy-Ghaib,"{'message': 'AE POKE ', 'emoji': [], 'text_content': 'AE POKE '}",AE POKE ,[],AE POKE 
Chat Message,3:25:50,2026-01-24 10:51:15.912422,@FyInfj,"{'message': 'bismillah ae menang ', 'emoji': [], 'text_content': 'bismillah ae menang '}",bismillah ae menang ,[],bismillah ae menang 
Chat Message,3:25:50,2026-01-24 10:51:15.920659,@Olaf.Mahameru,"{'message': 'AE AE ', 'emoji': [], 'text_content': 'AE AE '}",AE AE ,[],AE AE 
Chat Message,3:25:50,2026-01-24 10:51:15.980191,@zyy1833,"{'message': 'kalah ini mah ', 'emoji': [], 'text_content': 'kalah ini mah '}",kalah ini mah ,[],kalah ini mah 
Chat Message,3:25:51,2026-01-24 10:51:16.129595,@ayatullniko1358,"{'message': 'go AE ', 'emoji': [], 'text_content': 'go AE '}",go AE ,[],go AE 
Chat Message,3:25:51,2026-01-24 10:51:16.155240,@iyonsteep9115,"{'message': 'hujat ae ', 'emoji': [], 'text_content': 'hujat ae '}",hujat ae ,[],hujat ae 
Chat Message,3:25:51,2026-01-24 10:51:16.190209,@faisalledeh5026,"{'message': 'SAMPAH=ONIC AWOKAWOK $🤣 $🤣 $🤣 ', 'emoji': [{'name': '🤣', 'isCustom': False, 'imageUrl': 'https://fonts.gstatic.com/s/e/notoemoji/15.1/1f923/72.png'}, {'name': '🤣', 'isCustom': False, 'imageUrl': 'https://fonts.gstatic.com/s/e/notoemoji/15.1/1f923/72.png'}, {'name': '🤣', 'isCustom': False, 'imageUrl': 'https://fonts.gstatic.com/s/e/notoemoji/15.1/1f923/72.png'}], 'text_content': 'SAMPAH=ONIC AWOKAWOK '}",SAMPAH=ONIC AWOKAWOK $🤣 $🤣 $🤣 ,"[{'name': '🤣', 'isCustom': False, 'imageUrl': 'https://fonts.gstatic.com/s/e/notoemoji/15.1/1f923/72.png'}, {'name': '🤣', 'isCustom': False, 'imageUrl': 'https://fonts.gstatic.com/s/e/notoemoji/15.1/1f923/72.png'}, {'name': '🤣', 'isCustom': False, 'imageUrl': 'https://fonts.gstatic.com/s/e/notoemoji/15.1/1f923/72.png'}]",SAMPAH=ONIC AWOKAWOK 
