message_type,occurence_timestamp,timeStampUTC,author,content,message,emoji,text_content
Chat Message,3:33:09,2026-01-24 10:58:34.319539,@lilyrose667,"{'message': 'Coba coba hero  $😭 ', 'emoji': [{'name': '😭', 'isCustom': False, 'imageUrl': 'https://fonts.gstatic.com/s/e/notoemoji/15.1/1f62d/72.png'}], 'text_content': 'Coba coba hero  '}",Coba coba hero  $😭 ,"[{'name': '😭', 'isCustom': False, 'imageUrl': 'https://fonts.gstatic.com/s/e/notoemoji/15.1/1f62d/72.png'}]",Coba coba hero  
Chat Message,3:33:09,2026-01-24 10:58:34.305692,@polissmail,"{'message': 'ALTER EGO SIAP BALASKAN DENDAM ONIC  $🤫 $🇮🇩 ', 'emoji': [{'name': '🤫', 'isCustom': False, 'imageUrl': 'https://fonts.gstatic.com/s/e/notoemoji/15.1/1f92b/72.png'}, {'name': '🇮🇩', 'isCustom': False, 'imageUrl': 'https://fonts.gstatic.com/s/e/notoemoji/15.1/1f1ee_1f1e9/72.png'}], 'text_content': 'ALTER EGO SIAP BALASKAN DENDAM ONIC  '}",ALTER EGO SIAP BALASKAN DENDAM ONIC  $🤫 $🇮🇩 ,"[{'name': '🤫', 'isCustom': False, 'imageUrl': 'https://fonts.gstatic.com/s/e/notoemoji/15.1/1f92b/72.png'}, {'name': '🇮🇩', 'isCustom': False, 'imageUrl': 'https://fonts.gstatic.com/s/e/notoemoji/15.1/1f1ee_1f1e9/72.png'}]",ALTER EGO SIAP BALASKAN DENDAM ONIC  
Chat Message,3:33:09,2026-01-24 10:58:34.535230,@lemoniall6553,"{'message': '$🇮🇩  2 : 3  $🇵🇭 ', 'emoji': [{'name': '🇮🇩', 'isCustom': False, 'imageUrl': 'https://fonts.gstatic.com/s/e/notoemoji/15.1/1f1ee_1f1e9/72.png'}, {'name': '🇵🇭', 'isCustom': False, 'imageUrl': 'https://fonts.gstatic.com/s/e/notoemoji/15.1/1f1f5_1f1ed/72.png'}], 'text_content': ' 2 : 3  '}",$🇮🇩  2 : 3  $🇵🇭 ,"[{'name': '🇮🇩', 'isCustom': False, 'imageUrl': 'https://fonts.gstatic.com/s/e/notoemoji/15.1/1f1ee_1f1e9/72.png'}, {'name': '🇵🇭', 'isCustom': False, 'imageUrl': 'https://fonts.gstatic.com/s/e/notoemoji/15.1/1f1f5_1f1ed/72.png'}]", 2 : 3  
Chat Message,3:33:09,2026-01-24 10:58:34.697307,@epifanironi4713,"{'message': 'NT AE ', 'emoji': [], 'text_content': 'NT AE '}",NT AE ,[],NT AE 
Chat Message,3:33:09,2026-01-24 10:58:34.924045,@syukronkage,"{'message': 'NT ', 'emoji': [], 'text_content': 'NT '}",NT ,[],NT 
Chat Message,3:33:10,2026-01-24 10:58:34.952849,@hayagaming2764,"{'message': 'apa ini co ', 'emoji': [], 'text_content': 'apa ini co '}",apa ini co ,[],apa ini co 
Chat Message,3:33:10,2026-01-24 10:58:34.977017,@ahmaddahlan6269,"{'message': 'draft apa coba ', 'emoji': [], 'text_content': 'draft apa coba '}",draft apa coba ,[],draft apa coba 
Chat Message,3:33:10,2026-01-24 10:58:35.154349,@rashakeche,"{'message': 'kalah dahh ', 'emoji': [], 'text_content': 'kalah dahh '}",kalah dahh ,[],kalah dahh 
Chat Message,3:33:10,2026-01-24 10:58:35.301437,@ramasridinata,"{'message': 'fiks kalah nih Ae ', 'emoji': [], 'text_content': 'fiks kalah nih Ae '}",fiks kalah nih Ae ,[],fiks kalah nih Ae 
Chat Message,3:33:10,2026-01-24 10:58:35.393988,@ANTODANISH-c2q,"{'message': 'fraf apaaaa ini ', 'emoji': [], 'text_content': 'fraf apaaaa ini '}",fraf apaaaa ini ,[],fraf apaaaa ini 
Chat Message,3:33:10,2026-01-24 10:58:35.552728,@ahdanmuhammad3985,"{'message': 'ada yge pake uranus ', 'emoji': [], 'text_content': 'ada yge pake uranus '}",ada yge pake uranus ,[],ada yge pake uranus 
Chat Message,3:33:10,2026-01-24 10:58:35.605691,@revanidwiramadhani7450,"{'message': 'ngapain sih alek ', 'emoji': [], 'text_content': 'ngapain sih alek '}",ngapain sih alek ,[],ngapain sih alek 
Chat Message,3:33:10,2026-01-24 10:58:35.656624,@rachmadhidayat1967,"{'message': 'tenang AE, fokus ayo bisa ', 'emoji': [], 'text_content': 'tenang AE, fokus ayo bisa '}","tenang AE, fokus ayo bisa ",[],"tenang AE, fokus ayo bisa "
Chat Message,3:33:10,2026-01-24 10:58:35.698290,@akufatihh,"{'message': 'setingan doyok ', 'emoji': [], 'text_content': 'setingan doyok '}",setingan doyok ,[],setingan doyok 
Chat Message,3:33:10,2026-01-24 10:58:35.720402,@tylexdofficial6706,"{'message': 'NT ', 'emoji': [], 'text_content': 'NT '}",NT ,[],NT 
Chat Message,3:33:10,2026-01-24 10:58:35.779390,@gandaharahap7334,"{'message': 'penentuan pakek uranus ', 'emoji': [], 'text_content': 'penentuan pakek uranus '}",penentuan pakek uranus ,[],penentuan pakek uranus 
Chat Message,3:33:10,2026-01-24 10:58:35.867257,@tibyanhakim5034,"{'message': 'yuzong sanford dilepas, AE bercanda ', 'emoji': [], 'text_content': 'yuzong sanford dilepas, AE bercanda '}","yuzong sanford dilepas, AE bercanda ",[],"yuzong sanford dilepas, AE bercanda "
Chat Message,3:33:10,2026-01-24 10:58:35.930573,@Bimmbimm11,"{'message': 'nt ', 'emoji': [], 'text_content': 'nt '}",nt ,[],nt 
Chat Message,3:33:10,2026-01-24 10:58:35.939220,@adipryga_10,"{'message': 'ngadi ngadii ', 'emoji': [], 'text_content': 'ngadi ngadii '}",ngadi ngadii ,[],ngadi ngadii 
Chat Message,3:33:11,2026-01-24 10:58:36.129727,@EvansiusFitro-h8s,"{'message': 'pulang ae ', 'emoji': [], 'text_content': 'pulang ae '}",pulang ae ,[],pulang ae 
Chat Message,3:33:11,2026-01-24 10:58:36.202689,@ayb1eee,"{'message': 'wthhhh ', 'emoji': [], 'text_content': 'wthhhh '}",wthhhh ,[],wthhhh 
Chat Message,3:33:11,2026-01-24 10:58:36.235051,@MaulanaRozaan,"{'message': 'ae ngetroll ', 'emoji': [], 'text_content': 'ae ngetroll '}",ae ngetroll ,[],ae ngetroll 
Chat Message,3:33:11,2026-01-24 10:58:36.345126,@fitaaeni7223,"{'message': 'penentuan malah drafnya ngetroll ', 'emoji': [], 'text_content': 'penentuan malah drafnya ngetroll '}",penentuan malah drafnya ngetroll ,[],penentuan malah drafnya ngetroll 
Chat Message,3:33:11,2026-01-24 10:58:36.336781,@Roy_KeriBo,"{'message': 'alfa bagus tadi ', 'emoji': [], 'text_content': 'alfa bagus tadi '}",alfa bagus tadi ,[],alfa bagus tadi 
Chat Message,3:33:11,2026-01-24 10:58:36.353850,@Syifa_1245,"{'message': 'KALAH INI ', 'emoji': [], 'text_content': 'KALAH INI '}",KALAH INI ,[],KALAH INI 
Chat Message,3:33:11,2026-01-24 10:58:36.390193,@mon7187,"{'message': 'gua rasa yazuke ga cocok pake Uranus ', 'emoji': [], 'text_content': 'gua rasa yazuke ga cocok pake Uranus '}",gua rasa yazuke ga cocok pake Uranus ,[],gua rasa yazuke ga cocok pake Uranus 
Chat Message,3:33:11,2026-01-24 10:58:36.490536,@sitiikmah3971,"{'message': 'uranus rada kurang demeg ', 'emoji': [], 'text_content': 'uranus rada kurang demeg '}",uranus rada kurang demeg ,[],uranus rada kurang demeg 
Chat Message,3:33:11,2026-01-24 10:58:36.610189,@gedegamana1749,"{'message': 'gaje pik uranus ', 'emoji': [], 'text_content': 'gaje pik uranus '}",gaje pik uranus ,[],gaje pik uranus 
Chat Message,3:33:11,2026-01-24 10:58:36.675732,@adityanugroho1653,"{'message': 'nt ', 'emoji': [], 'text_content': 'nt '}",nt ,[],nt 
Chat Message,3:33:11,2026-01-24 10:58:36.626475,@habibi.m7519,"{'message': 'begoooo ', 'emoji': [], 'text_content': 'begoooo '}",begoooo ,[],begoooo 
Chat Message,3:33:11,2026-01-24 10:58:36.917111,@Umiffadil,"{'message': 'udh pulang aja ', 'emoji': [], 'text_content': 'udh pulang aja '}",udh pulang aja ,[],udh pulang aja 
Chat Message,3:33:12,2026-01-24 10:58:37.276773,@hachiro0268,"{'message': 'draft nya jelek gini ', 'emoji': [], 'text_content': 'draft nya jelek gini '}",draft nya jelek gini ,[],draft nya jelek gini 
Chat Message,3:33:12,2026-01-24 10:58:37.297616,@mohammaddavidiosaputra150,"{'message': 'nt ae ', 'emoji': [], 'text_content': 'nt ae '}",nt ae ,[],nt ae 
Chat Message,3:33:12,2026-01-24 10:58:37.334705,@AmirulHarriz-m2y,"{'message': 'yeayy ', 'emoji': [], 'text_content': 'yeayy '}",yeayy ,[],yeayy 
Chat Message,3:33:12,2026-01-24 10:58:37.441127,@Unbi_hi,"{'message': 'FIX KALAH NI MONYET ', 'emoji': [], 'text_content': 'FIX KALAH NI MONYET '}",FIX KALAH NI MONYET ,[],FIX KALAH NI MONYET 
Chat Message,3:33:12,2026-01-24 10:58:37.528972,@GoMobaIDN,"{'message': 'nt ', 'emoji': [], 'text_content': 'nt '}",nt ,[],nt 
Chat Message,3:33:12,2026-01-24 10:58:37.620778,@Kalvinode,"{'message': 'anj ', 'emoji': [], 'text_content': 'anj '}",anj ,[],anj 
Chat Message,3:33:12,2026-01-24 10:58:37.642742,@asepsulistiana1189,"{'message': 'sayonara ', 'emoji': [], 'text_content': 'sayonara '}",sayonara ,[],sayonara 
Chat Message,3:33:12,2026-01-24 10:58:37.655290,@amii04___,"{'message': 'HDEEEH ', 'emoji': [], 'text_content': 'HDEEEH '}",HDEEEH ,[],HDEEEH 
Chat Message,3:33:12,2026-01-24 10:58:37.664659,@king.biltod,"{'message': 'HERO KURANG CC ', 'emoji': [], 'text_content': 'HERO KURANG CC '}",HERO KURANG CC ,[],HERO KURANG CC 
Chat Message,3:33:12,2026-01-24 10:58:37.741393,@Tantouhy,"{'message': 'lawak ', 'emoji': [], 'text_content': 'lawak '}",lawak ,[],lawak 
Chat Message,3:33:12,2026-01-24 10:58:37.793291,@ReatriX_7,"{'message': 'KELASSSS ', 'emoji': [], 'text_content': 'KELASSSS '}",KELASSSS ,[],KELASSSS 
Chat Message,3:33:12,2026-01-24 10:58:37.809065,@danditopas8308,"{'message': 'jangler lawak ', 'emoji': [], 'text_content': 'jangler lawak '}",jangler lawak ,[],jangler lawak 
Chat Message,3:33:12,2026-01-24 10:58:37.832742,@CantikNyo-m2r,"{'message': 'xeper oot ', 'emoji': [], 'text_content': 'xeper oot '}",xeper oot ,[],xeper oot 
Chat Message,3:33:12,2026-01-24 10:58:37.845700,@RatnaDewi-bi8ir,"{'message': 'NT ', 'emoji': [], 'text_content': 'NT '}",NT ,[],NT 
Chat Message,3:33:12,2026-01-24 10:58:37.931289,@nailulrifki812,"{'message': 'bismillah ae ', 'emoji': [], 'text_content': 'bismillah ae '}",bismillah ae ,[],bismillah ae 
Chat Message,3:33:13,2026-01-24 10:58:38.087008,@leehaechan6410,"{'message': 'BYEEEE AE ', 'emoji': [], 'text_content': 'BYEEEE AE '}",BYEEEE AE ,[],BYEEEE AE 
Chat Message,3:33:13,2026-01-24 10:58:38.119392,@wildanummaknun263,"{'message': 'tuolol ', 'emoji': [], 'text_content': 'tuolol '}",tuolol ,[],tuolol 
Chat Message,3:33:13,2026-01-24 10:58:38.175804,@Saedty23,"{'message': 'beneran gj ini mah ', 'emoji': [], 'text_content': 'beneran gj ini mah '}",beneran gj ini mah ,[],beneran gj ini mah 
Chat Message,3:33:13,2026-01-24 10:58:38.279256,@PunggawaFishing_makassar,"{'message': 'NT ', 'emoji': [], 'text_content': 'NT '}",NT ,[],NT 
Chat Message,3:33:13,2026-01-24 10:58:38.293219,@tonipku8489,"{'message': 'dah nt ae ', 'emoji': [], 'text_content': 'dah nt ae '}",dah nt ae ,[],dah nt ae 
Chat Message,3:33:13,2026-01-24 10:58:38.345433,@arisputih9977,"{'message': 'AE BOT ', 'emoji': [], 'text_content': 'AE BOT '}",AE BOT ,[],AE BOT 
Chat Message,3:33:13,2026-01-24 10:58:38.458774,@jamalmania2150,"{'message': 'by ae ', 'emoji': [], 'text_content': 'by ae '}",by ae ,[],by ae 
Chat Message,3:33:13,2026-01-24 10:58:38.559172,@andri_official1204,"{'message': 'BADUT ', 'emoji': [], 'text_content': 'BADUT '}",BADUT ,[],BADUT 
Chat Message,3:33:13,2026-01-24 10:58:38.648512,@lekdodi3781,"{'message': 'lol ', 'emoji': [], 'text_content': 'lol '}",lol ,[],lol 
Chat Message,3:33:13,2026-01-24 10:58:38.639412,@Stray_shark,"{'message': 'bye ae ', 'emoji': [], 'text_content': 'bye ae '}",bye ae ,[],bye ae 
Chat Message,3:33:13,2026-01-24 10:58:38.789197,@saprigans4767,"{'message': 'pulang ', 'emoji': [], 'text_content': 'pulang '}",pulang ,[],pulang 
Chat Message,3:33:13,2026-01-24 10:58:38.791280,@videorendom321,"{'message': 'ae kalah ', 'emoji': [], 'text_content': 'ae kalah '}",ae kalah ,[],ae kalah 
Chat Message,3:33:13,2026-01-24 10:58:38.963666,@yongkisetiawan3811,"{'message': 'nt ', 'emoji': [], 'text_content': 'nt '}",nt ,[],nt 
Chat Message,3:33:14,2026-01-24 10:58:39.042484,@DeanPongoh-r4f,"{'message': 'bye ae ', 'emoji': [], 'text_content': 'bye ae '}",bye ae ,[],bye ae 
Chat Message,3:33:14,2026-01-24 10:58:39.077354,@komandandhayyut8303,"{'message': 'pulang ', 'emoji': [], 'text_content': 'pulang '}",pulang ,[],pulang 
Chat Message,3:33:14,2026-01-24 10:58:39.122435,@ANGGAputra23-k9d,"{'message': 'Ngerorl ', 'emoji': [], 'text_content': 'Ngerorl '}",Ngerorl ,[],Ngerorl 
Chat Message,3:33:14,2026-01-24 10:58:39.345691,@Tomotakki,"{'message': 'udh pulang aj ', 'emoji': [], 'text_content': 'udh pulang aj '}",udh pulang aj ,[],udh pulang aj 
Chat Message,3:33:14,2026-01-24 10:58:39.315107,@PocoJdid,"{'message': 'napsu lol ', 'emoji': [], 'text_content': 'napsu lol '}",napsu lol ,[],napsu lol 
Chat Message,3:33:14,2026-01-24 10:58:39.346088,@onuvel,"{'message': 'nt kah ', 'emoji': [], 'text_content': 'nt kah '}",nt kah ,[],nt kah 
Chat Message,3:33:14,2026-01-24 10:58:39.441362,@tninazigorengketarketir4497,"{'message': 'nt nt nt ', 'emoji': [], 'text_content': 'nt nt nt '}",nt nt nt ,[],nt nt nt 
Chat Message,3:33:14,2026-01-24 10:58:39.477475,@hanssexe2696,"{'message': 'udah nt ae ', 'emoji': [], 'text_content': 'udah nt ae '}",udah nt ae ,[],udah nt ae 
Chat Message,3:33:14,2026-01-24 10:58:39.591824,@yohannesgabriel2961,"{'message': 'PULANG PULANG ', 'emoji': [], 'text_content': 'PULANG PULANG '}",PULANG PULANG ,[],PULANG PULANG 
Chat Message,3:33:14,2026-01-24 10:58:39.724686,@justvitoy,"{'message': 'BYE AE ', 'emoji': [], 'text_content': 'BYE AE '}",BYE AE ,[],BYE AE 
Chat Message,3:33:14,2026-01-24 10:58:39.800981,@krismantio9554,"{'message': 'lawak ', 'emoji': [], 'text_content': 'lawak '}",lawak ,[],lawak 
Chat Message,3:33:14,2026-01-24 10:58:39.839727,@desqaananda,"{'message': 'nt ae ', 'emoji': [], 'text_content': 'nt ae '}",nt ae ,[],nt ae 
Chat Message,3:33:14,2026-01-24 10:58:39.844882,@Zard-j3m,"{'message': 'NT DAHHH INI ', 'emoji': [], 'text_content': 'NT DAHHH INI '}",NT DAHHH INI ,[],NT DAHHH INI 
Chat Message,3:33:14,2026-01-24 10:58:39.954232,@hadizay3325,"{'message': 'uranus aj ', 'emoji': [], 'text_content': 'uranus aj '}",uranus aj ,[],uranus aj 
Chat Message,3:33:14,2026-01-24 10:58:40.014169,@novabento7128,"{'message': 'DAH LAH MALES NAK LIAT KALAH INI ', 'emoji': [], 'text_content': 'DAH LAH MALES NAK LIAT KALAH INI '}",DAH LAH MALES NAK LIAT KALAH INI ,[],DAH LAH MALES NAK LIAT KALAH INI 
Chat Message,3:33:14,2026-01-24 10:58:40.026837,@triznoaji39,"{'message': 'Alek bangzat ', 'emoji': [], 'text_content': 'Alek bangzat '}",Alek bangzat ,[],Alek bangzat 
Chat Message,3:33:15,2026-01-24 10:58:40.268218,@nuzulrohmandanu5912,"{'message': 'NT ', 'emoji': [], 'text_content': 'NT '}",NT ,[],NT 
Chat Message,3:33:15,2026-01-24 10:58:40.360200,@nurulkhairiyah6647,"{'message': 'Kok gtu sih jir lah ', 'emoji': [], 'text_content': 'Kok gtu sih jir lah '}",Kok gtu sih jir lah ,[],Kok gtu sih jir lah 
Chat Message,3:33:15,2026-01-24 10:58:40.349841,@Hendri-q6h,"{'message': 'nt nii ', 'emoji': [], 'text_content': 'nt nii '}",nt nii ,[],nt nii 
Chat Message,3:33:15,2026-01-24 10:58:40.558912,@angky8452,"{'message': 'tahii ', 'emoji': [], 'text_content': 'tahii '}",tahii ,[],tahii 
Chat Message,3:33:15,2026-01-24 10:58:40.684103,@rashakeche,"{'message': 'nt ', 'emoji': [], 'text_content': 'nt '}",nt ,[],nt 
Chat Message,3:33:15,2026-01-24 10:58:40.814289,@nandawidiatna131,"{'message': 'draft hero power smua ', 'emoji': [], 'text_content': 'draft hero power smua '}",draft hero power smua ,[],draft hero power smua 
Chat Message,3:33:15,2026-01-24 10:58:40.909829,@chchandraa,"{'message': 'jelek banget uranus jungle ', 'emoji': [], 'text_content': 'jelek banget uranus jungle '}",jelek banget uranus jungle ,[],jelek banget uranus jungle 
Chat Message,3:33:16,2026-01-24 10:58:41.069313,@iqbalrudiansyah812,"{'message': 'bubar ', 'emoji': [], 'text_content': 'bubar '}",bubar ,[],bubar 
Chat Message,3:33:16,2026-01-24 10:58:41.488837,@maulamaprasetyo1466,"{'message': 'wah nt dah guys ', 'emoji': [], 'text_content': 'wah nt dah guys '}",wah nt dah guys ,[],wah nt dah guys 
Chat Message,3:33:16,2026-01-24 10:58:41.494241,@ZeinHutami03-tw6dw,"{'message': 'matane game penentuan malah Uranus jungle ', 'emoji': [], 'text_content': 'matane game penentuan malah Uranus jungle '}",matane game penentuan malah Uranus jungle ,[],matane game penentuan malah Uranus jungle 
Chat Message,3:33:16,2026-01-24 10:58:41.490725,@samorelll,"{'message': 'goblok bgt Uranus jungler ', 'emoji': [], 'text_content': 'goblok bgt Uranus jungler '}",goblok bgt Uranus jungler ,[],goblok bgt Uranus jungler 
Chat Message,3:33:16,2026-01-24 10:58:41.498544,@Yusuf-br1gm,"{'message': 'blunder pick,terlalu blagu ', 'emoji': [], 'text_content': 'blunder pick,terlalu blagu '}","blunder pick,terlalu blagu ",[],"blunder pick,terlalu blagu "
Chat Message,3:33:16,2026-01-24 10:58:41.588050,@salsabilbil-41,"{'message': 'lawak ', 'emoji': [], 'text_content': 'lawak '}",lawak ,[],lawak 
Chat Message,3:33:16,2026-01-24 10:58:41.606672,@maulanawisnu2456,"{'message': 'Curiga dibayar ', 'emoji': [], 'text_content': 'Curiga dibayar '}",Curiga dibayar ,[],Curiga dibayar 
Chat Message,3:33:16,2026-01-24 10:58:41.638645,@arifinzaenalyusuf37,"{'message': 'apa lah hiper uranus ', 'emoji': [], 'text_content': 'apa lah hiper uranus '}",apa lah hiper uranus ,[],apa lah hiper uranus 
Chat Message,3:33:16,2026-01-24 10:58:41.608954,@Kalvinode,"{'message': 'ANJ ', 'emoji': [], 'text_content': 'ANJ '}",ANJ ,[],ANJ 
Chat Message,3:33:16,2026-01-24 10:58:41.665567,@O.GClipper,"{'message': 'nt ', 'emoji': [], 'text_content': 'nt '}",nt ,[],nt 
Chat Message,3:33:16,2026-01-24 10:58:41.664823,@FakhriAlfanibras,"{'message': 'AE ', 'emoji': [], 'text_content': 'AE '}",AE ,[],AE 
Chat Message,3:33:16,2026-01-24 10:58:41.605866,@amii04___,"{'message': 'HADEEEH ', 'emoji': [], 'text_content': 'HADEEEH '}",HADEEEH ,[],HADEEEH 
Chat Message,3:33:16,2026-01-24 10:58:41.756042,@alysiafadhilah1234,"{'message': 'aewkwkwk ', 'emoji': [], 'text_content': 'aewkwkwk '}",aewkwkwk ,[],aewkwkwk 
Chat Message,3:33:16,2026-01-24 10:58:41.883650,@AldiYansyah-ko8em,"{'message': 'Bot ', 'emoji': [], 'text_content': 'Bot '}",Bot ,[],Bot 
Chat Message,3:33:17,2026-01-24 10:58:42.034087,@Relzz-q7o,"{'message': 'gajelas banget ', 'emoji': [], 'text_content': 'gajelas banget '}",gajelas banget ,[],gajelas banget 
Chat Message,3:33:17,2026-01-24 10:58:42.038727,@nezaaaxml,"{'message': 'ANEH COACH NYA ', 'emoji': [], 'text_content': 'ANEH COACH NYA '}",ANEH COACH NYA ,[],ANEH COACH NYA 
Chat Message,3:33:17,2026-01-24 10:58:42.281488,@azchannel27,"{'message': 'gjls uranus ', 'emoji': [], 'text_content': 'gjls uranus '}",gjls uranus ,[],gjls uranus 
Chat Message,3:33:17,2026-01-24 10:58:42.232512,@yayatoure-n9x,"{'message': 'nt nt ', 'emoji': [], 'text_content': 'nt nt '}",nt nt ,[],nt nt 
Chat Message,3:33:17,2026-01-24 10:58:42.243779,@anaksoleh5789,"{'message': 'sok keren xepher nih bangke lah ', 'emoji': [], 'text_content': 'sok keren xepher nih bangke lah '}",sok keren xepher nih bangke lah ,[],sok keren xepher nih bangke lah 
Chat Message,3:33:17,2026-01-24 10:58:42.405179,@Benisukaepep,"{'message': 'nt ', 'emoji': [], 'text_content': 'nt '}",nt ,[],nt 
Chat Message,3:33:17,2026-01-24 10:58:42.330388,@FianAditya-s7u,"{'message': 'kalah ae ', 'emoji': [], 'text_content': 'kalah ae '}",kalah ae ,[],kalah ae 
Chat Message,3:33:17,2026-01-24 10:58:42.430843,@fzan_44,"{'message': 'Kalah dah ', 'emoji': [], 'text_content': 'Kalah dah '}",Kalah dah ,[],Kalah dah 
Chat Message,3:33:17,2026-01-24 10:58:42.494495,@Haifa_Alya,"{'message': 'bismillah ayo bisa ae ', 'emoji': [], 'text_content': 'bismillah ayo bisa ae '}",bismillah ayo bisa ae ,[],bismillah ayo bisa ae 
Chat Message,3:33:17,2026-01-24 10:58:42.499929,@Zeroo21-q8e,"{'message': 'ny cu ', 'emoji': [], 'text_content': 'ny cu '}",ny cu ,[],ny cu 
Chat Message,3:33:17,2026-01-24 10:58:42.608080,@agustirta7857,"{'message': 'pulang dah.. NT ', 'emoji': [], 'text_content': 'pulang dah.. NT '}",pulang dah.. NT ,[],pulang dah.. NT 
Chat Message,3:33:17,2026-01-24 10:58:42.680801,@Tariu1106,"{'message': 'draft sialan ae ', 'emoji': [], 'text_content': 'draft sialan ae '}",draft sialan ae ,[],draft sialan ae 
Chat Message,3:33:17,2026-01-24 10:58:42.767848,@andifebryansah5582,"{'message': 'nt ae ', 'emoji': [], 'text_content': 'nt ae '}",nt ae ,[],nt ae 
Chat Message,3:33:17,2026-01-24 10:58:42.907180,@nadineerevvii,"{'message': 'emg gini njir setiap dipuji drafnya jadi mencong semua ', 'emoji': [], 'text_content': 'emg gini njir setiap dipuji drafnya jadi mencong semua '}",emg gini njir setiap dipuji drafnya jadi mencong semua ,[],emg gini njir setiap dipuji drafnya jadi mencong semua 
Chat Message,3:33:17,2026-01-24 10:58:42.940360,@RafaAbdillah-sy8qt,"{'message': 'SAY GOODBYE TO ALTER EGO ', 'emoji': [], 'text_content': 'SAY GOODBYE TO ALTER EGO '}",SAY GOODBYE TO ALTER EGO ,[],SAY GOODBYE TO ALTER EGO 
Chat Message,3:33:17,2026-01-24 10:58:42.923249,@suossscania9927,"{'message': 'TL PH VS BOT ', 'emoji': [], 'text_content': 'TL PH VS BOT '}",TL PH VS BOT ,[],TL PH VS BOT 
Chat Message,3:33:17,2026-01-24 10:58:43.006628,@giooae7415,"{'message': 'nt ', 'emoji': [], 'text_content': 'nt '}",nt ,[],nt 
Chat Message,3:33:18,2026-01-24 10:58:43.154075,@farickfadillah3817,"{'message': 'sama kaya draft final mpl ', 'emoji': [], 'text_content': 'sama kaya draft final mpl '}",sama kaya draft final mpl ,[],sama kaya draft final mpl 
Chat Message,3:33:18,2026-01-24 10:58:43.255676,@waldiibnumajah8353,"{'message': 'byeeee ', 'emoji': [], 'text_content': 'byeeee '}",byeeee ,[],byeeee 
Chat Message,3:33:18,2026-01-24 10:58:43.383876,@BloopBloopTV1,"{'message': 'NT ', 'emoji': [], 'text_content': 'NT '}",NT ,[],NT 
Chat Message,3:33:18,2026-01-24 10:58:43.433575,@kurochan31,"{'message': 'pulang ', 'emoji': [], 'text_content': 'pulang '}",pulang ,[],pulang 
Chat Message,3:33:18,2026-01-24 10:58:43.588090,@chasanuddin1849,"{'message': 'nt ae ', 'emoji': [], 'text_content': 'nt ae '}",nt ae ,[],nt ae 
Chat Message,3:33:18,2026-01-24 10:58:43.518039,@arkanescala7120,"{'message': 'ngapain uus ', 'emoji': [], 'text_content': 'ngapain uus '}",ngapain uus ,[],ngapain uus 
Chat Message,3:33:18,2026-01-24 10:58:43.617422,@HIroshiSAto_17,"{'message': 'sayonara ', 'emoji': [], 'text_content': 'sayonara '}",sayonara ,[],sayonara 
Chat Message,3:33:18,2026-01-24 10:58:43.729833,@Syifa_1245,"{'message': 'PULANG ', 'emoji': [], 'text_content': 'PULANG '}",PULANG ,[],PULANG 
Chat Message,3:33:18,2026-01-24 10:58:43.811348,@Reyseptiawan-d1h,"{'message': 'AE PULANGGG ', 'emoji': [], 'text_content': 'AE PULANGGG '}",AE PULANGGG ,[],AE PULANGGG 
Chat Message,3:33:18,2026-01-24 10:58:43.906777,@dedetrialfazri9124,"{'message': 'DRAFT NGIDEEE ', 'emoji': [], 'text_content': 'DRAFT NGIDEEE '}",DRAFT NGIDEEE ,[],DRAFT NGIDEEE 
Chat Message,3:33:18,2026-01-24 10:58:43.990322,@anakpantai-b5j,"{'message': 'UDAA AE KALAH INI, UDAA KALAH ', 'emoji': [], 'text_content': 'UDAA AE KALAH INI, UDAA KALAH '}","UDAA AE KALAH INI, UDAA KALAH ",[],"UDAA AE KALAH INI, UDAA KALAH "
Chat Message,3:33:19,2026-01-24 10:58:44.038007,@ronihendriyana5227,"{'message': 'suren ajalah anj ', 'emoji': [], 'text_content': 'suren ajalah anj '}",suren ajalah anj ,[],suren ajalah anj 
Chat Message,3:33:19,2026-01-24 10:58:44.054013,@Zenra1911,"{'message': 'sudah tamat ini mah ', 'emoji': [], 'text_content': 'sudah tamat ini mah '}",sudah tamat ini mah ,[],sudah tamat ini mah 
Chat Message,3:33:19,2026-01-24 10:58:44.059256,@kharismawirajayasetiawan1619,"{'message': 'Nt dah ', 'emoji': [], 'text_content': 'Nt dah '}",Nt dah ,[],Nt dah 
Chat Message,3:33:19,2026-01-24 10:58:44.202702,@suhendi9183,"{'message': 'ada soyou ', 'emoji': [], 'text_content': 'ada soyou '}",ada soyou ,[],ada soyou 
Chat Message,3:33:19,2026-01-24 10:58:44.401173,@ytlanieaa02,"{'message': 'nt ', 'emoji': [], 'text_content': 'nt '}",nt ,[],nt 
Chat Message,3:33:19,2026-01-24 10:58:44.579337,@IrfanRahman-m7d,"{'message': 'gatot jungler padahal ', 'emoji': [], 'text_content': 'gatot jungler padahal '}",gatot jungler padahal ,[],gatot jungler padahal 
Chat Message,3:33:19,2026-01-24 10:58:44.765121,@Douru969,"{'message': 'gblokk ', 'emoji': [], 'text_content': 'gblokk '}",gblokk ,[],gblokk 
Chat Message,3:33:19,2026-01-24 10:58:44.851526,@SausTartar1999,"{'message': 'Urusan sepele gini draft ae ', 'emoji': [], 'text_content': 'Urusan sepele gini draft ae '}",Urusan sepele gini draft ae ,[],Urusan sepele gini draft ae 
